Judul,Date,Link
[SALAH] Sheikh Hamdan Al Maktoum Memberikan Uang Selama COVID-19,"April 29, 2020",https://turnbackhoax.id/2020/04/29/salah-sheikh-hamdan-al-maktoum-memberikan-uang-selama-covid-19/
[SALAH] Italia Meminta Dibacakan Al-Qur’an Dan Doa Untuk Melawan Wabah Corona,"April 28, 2020",https://turnbackhoax.id/2020/04/28/salah-italia-meminta-dibacakan-al-quran-dan-doa-untuk-melawan-wabah-corona/
[SALAH] Razia Besar-besaran Karena Kerabat Begal Akan Balas Dendam,"April 28, 2020",https://turnbackhoax.id/2020/04/28/salah-razia-besar-besaran-karena-kerabat-begal-akan-balas-dendam/
[SALAH] Foto “Kim Jong-un Meninggal Dunia Jadi Trending Twitter”,"April 28, 2020",https://turnbackhoax.id/2020/04/28/salah-foto-kim-jong-un-meninggal-dunia-jadi-trending-twitter/
"[SALAH] Akibat Pandemi COVID-19, Keluarga Beberapa Hari Tidak Makan","April 28, 2020",https://turnbackhoax.id/2020/04/28/salah-akibat-pandemi-covid-19-keluarga-beberapa-hari-tidak-makan/
[Top 5] Topik Teratas Periksa Fakta MAFINDO Periode 18-24 April 2020,"April 28, 2020",https://turnbackhoax.id/2020/04/28/top-5-topik-teratas-periksa-fakta-mafindo-periode-18-24-april-2020/
"[SALAH] “Corona Merebak, Gibran Salahkan Rakyat Tak Patuhi Aturan Pemerintah”","April 28, 2020",https://turnbackhoax.id/2020/04/28/salah-corona-merebak-gibran-salahkan-rakyat-tak-patuhi-aturan-pemerintah/
[DOKUMENTASI] Webinar “Generasi Milenial Mencegah & Mengatasi Virus Corona”,"April 28, 2020",https://turnbackhoax.id/2020/04/28/dokumentasi-webinar-generasi-milenial-mencegah-mengatasi-virus-corona/
[SALAH] Senin 27 April 2020 Sumatera Barat Lockdown,"April 27, 2020",https://turnbackhoax.id/2020/04/27/salah-senin-27-april-2020-sumatera-barat-lockdown/
"[SALAH] Karena Pandemi COVID-19, yang Seharusnya Dibebaskan Narapidana Pencuri Ayam, Bukan malah Terpidana Koruptor","April 27, 2020",https://turnbackhoax.id/2020/04/27/salah-karena-pandemi-covid-19-yang-seharusnya-dibebaskan-narapidana-pencuri-ayam-bukan-malah-terpidana-koruptor/
[FALSE] The “pray for italy” Video,"April 27, 2020",https://turnbackhoax.id/2020/04/27/false-the-pray-for-italy-video/
[SALAH] Bioskop di Palangka Raya Kembali Buka di Tengah Persebaran Covid-19,"April 27, 2020",https://turnbackhoax.id/2020/04/27/salah-bioskop-di-palangka-raya-kembali-buka-di-tengah-persebaran-covid-19/
"[SALAH] “Pidato Lengkap Jokowi, Negara Kita Tidak Pernah Berutang, Hanya melakukan Pinjaman Luar Negeri”","April 27, 2020",https://turnbackhoax.id/2020/04/27/salah-pidato-lengkap-jokowi-negara-kita-tidak-pernah-berutang-hanya-melakukan-pinjaman-luar-negeri/
[SALAH] Surat Undangan Doa Bersama Mengatasnamakan Gubernur Jawa Timur,"April 27, 2020",https://turnbackhoax.id/2020/04/27/salah-surat-undangan-doa-bersama-mengatasnamakan-gubernur-jawa-timur/
"[SALAH] “Gibran: Kata Bapak Jadi Pemimpin Itu Tidak Perlu Pintar, Makanya Saya Akan Mencanlonkan Diri Menjadi Walikota”","April 27, 2020",https://turnbackhoax.id/2020/04/27/salah-gibran-kata-bapak-jadi-pemimpin-itu-tidak-perlu-pintar-makanya-saya-akan-mencanlonkan-diri-menjadi-walikota/
[SALAH] Pilkada 2020 Sumenep Siap Digelar,"April 27, 2020",https://turnbackhoax.id/2020/04/27/salah-pilkada-2020-sumenep-siap-digelar/
[SALAH] Video “150 Pemuda dan Wanita di Selandia Baru yang Baru Masuk Islam”,"April 27, 2020",https://turnbackhoax.id/2020/04/27/salah-video-150-pemuda-dan-wanita-di-selandia-baru-yang-baru-masuk-islam/
[SALAH] Hanya di Indonesia Narapidana Dibebaskan di Tengah Wabah COVID-19,"April 26, 2020",https://turnbackhoax.id/2020/04/26/salah-hanya-di-indonesia-narapidana-dibebaskan-di-tengah-wabah-covid-19/
[SALAH] Beberapa Negara Membuang Jenazah Pasien Covid-19 Ke Laut,"April 26, 2020",https://turnbackhoax.id/2020/04/26/salah-beberapa-negara-membuang-jenazah-pasien-covid-19-ke-laut/
[SALAH] Petugas Kebersihan SMAN 10 Yogyakarta Positif Virus Corona,"April 26, 2020",https://turnbackhoax.id/2020/04/26/salah-petugas-kebersihan-sman-10-yogyakarta-positif-virus-corona/
"[SALAH] Video Begal Tertangkap di Jl. Soekarno Hatta, Malang","April 26, 2020",https://turnbackhoax.id/2020/04/26/salah-video-begal-tertangkap-jl-soekarno-hatta-malang/
[SALAH] Tidak Ada Pasien Positif Corona di Aceh,"April 25, 2020",https://turnbackhoax.id/2020/04/25/salah-tidak-ada-pasien-positif-corona-di-aceh/
[SALAH] Pelintiran Konteks Foto Najwa & Tommy Soeharto,"April 25, 2020",https://turnbackhoax.id/2020/04/25/salah-pelintiran-konteks-foto-najwa-tommy-soeharto/
[SALAH] Video “nasehat dari alm. Erma Yunita Simamora yg meninggal pd tanggal. 20-04-2020 di RS AR Bunda Lbk Linggau”,"April 25, 2020",https://turnbackhoax.id/2020/04/25/salah-video-nasehat-dari-alm-erma-yunita-simamora-yg-meninggal-pd-tanggal-20-04-2020-di-rs-ar-bunda-lbk-linggau/
[SALAH] Video “Hujan es..cianjur katany”,"April 25, 2020",https://turnbackhoax.id/2020/04/25/salah-video-hujan-es-cianjur-katany/
"[SALAH] Jokowi: Sengaja Saya Bedakan Mudik & Pulang Kampung, untuk Mengelabui Virus Corona","April 25, 2020",https://turnbackhoax.id/2020/04/25/salah-jokowi-sengaja-saya-bedakan-mudik-pulang-kampung-untuk-mengelabui-virus-corona/
[SALAH] Kota Serang Berlakukan PSBB Terhitung Sejak 23 April 2020,"April 25, 2020",https://turnbackhoax.id/2020/04/25/salah-kota-serang-berlakukan-psbb-terhitung-sejak-23-april-2020/
[SALAH] Seorang Pria Melempar Laptop dan Membanting Televisi Saat Menonton Wawancara Najwa dengan Presiden Jokowi,"April 25, 2020",https://turnbackhoax.id/2020/04/25/salah-seorang-pria-melempar-laptop-dan-membanting-televisi-saat-menonton-wawancara-najwa-dengan-presiden-jokowi/
[SALAH] Peta Sebaran Covid-19 Wilayah Situbondo,"April 24, 2020",https://turnbackhoax.id/2020/04/24/salah-peta-sebaran-covid-19-wilayah-situbondo/
[SALAH] “Mr. KimJung On RIP”,"April 24, 2020",https://turnbackhoax.id/2020/04/24/salah-mr-kimjung-on-rip/
[SALAH] “masyarakat New Zealand belajar Wudhu”,"April 24, 2020",https://turnbackhoax.id/2020/04/24/salah-masyarakat-new-zealand-belajar-wudhu/
[SALAH] Akun Instagram Peminjaman Online OJK,"April 24, 2020",https://turnbackhoax.id/2020/04/24/salah-akun-instagram-peminjaman-online-ojk/
[SALAH] “Gubernur SUMUT instruksikan Seluruh MASJID buka pintu selapang lapangnya untuk orang ibadah”,"April 24, 2020",https://turnbackhoax.id/2020/04/24/salah-gubernur-sumut-instruksikan-seluruh-masjid-buka-pintu-selapang-lapangnya-untuk-orang-ibadah/
[SALAH] Bagi yang Berkeliaran Saat PSBB di Kota Bandung akan Dipukul Rotan oleh Aparat,"April 23, 2020",https://turnbackhoax.id/2020/04/23/salah-bagi-yang-berkeliaran-saat-psbb-di-kota-bandung-akan-dipukul-rotan-oleh-aparat/
[SALAH] “Diganggu Preman ??? Ini no pemburu preman :”,"April 23, 2020",https://turnbackhoax.id/2020/04/23/salah-diganggu-preman-ini-no-pemburu-preman/
[SALAH] Video Korban Begal di Terminal Bratang Surabaya,"April 23, 2020",https://turnbackhoax.id/2020/04/23/salah-video-korban-begal-di-terminal-bratang-surabaya/
[SALAH] Video “Mau dijarah Mangga Dua Square”,"April 23, 2020",https://turnbackhoax.id/2020/04/23/salah-video-mau-dijarah-mangga-dua-square/
[SALAH] Hindu di india Melemparkan Patung Buatan Mereka Ke Laut Karena Tidak Bisa Menolong Mereka Dari Corona,"April 22, 2020",https://turnbackhoax.id/2020/04/22/salah-hindu-di-india-melemparkan-patung-buatan-mereka-ke-laut-karena-tidak-bisa-menolong-mereka-dari-corona/
[SALAH] Dari Ratusan Ribu Tahanan Tidak Ada Satupun Aktivis Islam yang Dibebaskan di Tengah Wabah COVID-19,"April 22, 2020",https://turnbackhoax.id/2020/04/22/salah-dari-ratusan-ribu-tahanan-tidak-ada-satupun-aktivis-islam-yang-dibebaskan-di-tengah-wabah-covid-19/
[SALAH] Alfamart Menyumbangkan 6000 Kupon Untuk Membantu Melawan COVID-19,"April 22, 2020",https://turnbackhoax.id/2020/04/22/salah-alfamart-menyumbangkan-6000-kupon-untuk-membantu-melawan-covid-19/
[SALAH] Terjadi Pembegalan di Jalan Bango Cilandak,"April 22, 2020",https://turnbackhoax.id/2020/04/22/salah-terjadi-pembegalan-di-jalan-bango-cilandak/
[SALAH] “Aplikasi Body Temperature Diary bisa mengukur suhu tubuh kita sendiri tanpa harus beli alat test”,"April 22, 2020",https://turnbackhoax.id/2020/04/22/salah-aplikasi-body-temperature-diary-bisa-mengukur-suhu-tubuh-kita-sendiri-tanpa-harus-beli-alat-test/
[SALAH] Semua Pasien Positif Covid-19 di Padang Dinyatakan Sembuh,"April 22, 2020",https://turnbackhoax.id/2020/04/22/salah-semua-pasien-positif-covid-19-di-padang-dinyatakan-sembuh/
[SALAH] “PT. HEBAT milik Kaesang anak Jokowi melalui Kemenkop dapat Rp.200 M utk pelatihan UKM”,"April 22, 2020",https://turnbackhoax.id/2020/04/22/salah-pt-hebat-milik-kaesang-anak-jokowi-melalui-kemenkop-dapat-rp-200-m-utk-pelatihan-ukm/
[Top 5] Topik Teratas Periksa Fakta MAFINDO Periode 11-17 April 2020,"April 22, 2020",https://turnbackhoax.id/2020/04/22/top-5-topik-teratas-periksa-fakta-mafindo-periode-11-17-april-2020/
[SALAH] Foto Di Tengah Pemerintah Sibuk Melawan Corona Anies Sibuk Main Bola Dengan Anaknya,"April 22, 2020",https://turnbackhoax.id/2020/04/22/salah-foto-di-tengah-pemerintah-sibuk-melawan-corona-anies-sibuk-main-bola-dengan-anaknya/
"[SALAH] “Foto Anies Baswedan makan bersama adalah Amateur Editor, Editor Pemula”","April 22, 2020",https://turnbackhoax.id/2020/04/22/salah-foto-anies-baswedan-makan-bersama-adalah-amateur-editor-editor-pemula/
[SALAH] “Italia Mengumumkan Penyerahannya”,"April 22, 2020",https://turnbackhoax.id/2020/04/22/salah-italia-mengumumkan-penyerahannya/
[SALAH] Azan Dapat Melemahkan Virus Corona,"April 21, 2020",https://turnbackhoax.id/2020/04/21/salah-azan-dapat-melemahkan-virus-corona/
[SALAH] Masuk Tanpa Paspor dan Visa adalah Modus Pemerintahan Jokowi Membuat TKA China Menjadi WNI,"April 21, 2020",https://turnbackhoax.id/2020/04/21/salah-masuk-tanpa-paspor-dan-visa-adalah-modus-pemerintahan-jokowi-membuat-tka-china-menjadi-wni/
[SALAH] Luhut Perintahkan TNI-Polri Tangkap Pemda yang Tutup Bandara,"April 21, 2020",https://turnbackhoax.id/2020/04/21/salah-luhut-perintahkan-tni-polri-tangkap-pemda-yang-tutup-bandara/
"[SALAH] “di DKI setiap keluarga sudah diberi paket bantuan sebesar Rp1,2 juta. Hanya penyaluran bantuan bertahap.”","April 20, 2020",https://turnbackhoax.id/2020/04/20/salah-di-dki-setiap-keluarga-sudah-diberi-paket-bantuan-sebesar-rp12-juta-hanya-penyaluran-bantuan-bertahap/
[SALAH] RSUD Waluyo Jati Ditutup Karena Semua Petugas Diisolasi Akibat Covid-19,"April 20, 2020",https://turnbackhoax.id/2020/04/20/salah-rsud-waluyo-jati-ditutup-karena-semua-petugas-diisolasi-akibat-covid-19/
[SALAH] Perampokan Bersenjata di Ranch Market Pondok Indah,"April 20, 2020",https://turnbackhoax.id/2020/04/20/salah-perampokan-bersenjata-di-ranch-market-pondok-indah/
[SALAH] “Binatang aneh sudah dua hari muncul di Pakanbaru. Badannya seperti Kelelawar tapi Berenang di Air”,"April 20, 2020",https://turnbackhoax.id/2020/04/20/salah-binatang-aneh-sudah-dua-hari-muncul-di-pakanbaru-badannya-seperti-kelelawar-tapi-berenang-di-air/
[SALAH] Penerima Stiker pada Pesan Whatsapp Dikenakan Sejumlah Biaya,"April 20, 2020",https://turnbackhoax.id/2020/04/20/salah-penerima-stiker-pada-pesan-whatsapp-dikenakan-sejumlah-biaya/
"[SALAH] Video “Sudah Lockdown, Sikafir China Terus Masuk Ke Indonesia”","April 20, 2020",https://turnbackhoax.id/2020/04/20/salah-video-sudah-lockdown-sikafir-china-terus-masuk-ke-indonesia/
[FALSE] “Italy announces its Surrender”,"April 20, 2020",https://turnbackhoax.id/2020/04/20/false-italy-announces-its-surrender/
[SALAH] Ir Soekarno: Perjuanganmu Akan Lebih Sulit Melawan Anak Saya,"April 20, 2020",https://turnbackhoax.id/2020/04/20/salah-ir-soekarno-perjuanganmu-akan-lebih-sulit-melawan-anak-saya/
[SALAH] Foto “Italia telah Gagal Sepenuhnya COVID-19”,"April 19, 2020",https://turnbackhoax.id/2020/04/19/salah-foto-italia-telah-gagal-sepenuhnya-covid-19/
"[SALAH] “FBI menggrebek sinagoge Yahudi di New York, tempat orang Yahudi menyembunyikan ribuan Masker”","April 18, 2020",https://turnbackhoax.id/2020/04/18/salah-fbi-menggrebek-sinagoge-yahudi-di-new-york-tempat-orang-yahudi-menyembunyikan-ribuan-masker/
"[SALAH] “ketahuan siapa yang melindungi TKA CINA, bravo TNI, tembak semua hingga mati penghinat bangsa”","April 17, 2020",https://turnbackhoax.id/2020/04/17/salah-ketahuan-siapa-yang-melindungi-tka-cina-bravo-tni-tembak-semua-hingga-mati-penghinat-bangsa/
[SALAH] Korban Virus Corona,"April 17, 2020",https://turnbackhoax.id/2020/04/17/salah-korban-virus-corona/
[SALAH] Sabam Sirait Meninggal Dunia Pada 17 April 2020,"April 17, 2020",https://turnbackhoax.id/2020/04/17/salah-sabam-sirait-meninggal-dunia-pada-17-april-2020/
[Top 5] Topik Teratas Periksa Fakta MAFINDO Periode 4-10 April 2020,"April 17, 2020",https://turnbackhoax.id/2020/04/17/top-5-topik-teratas-periksa-fakta-mafindo-periode-4-10-april-2020/
"[SALAH] “Darurat Corona, Ma’ruf Amin Himbau Mudik Lewat Tol Langit Saja”","April 17, 2020",https://turnbackhoax.id/2020/04/17/salah-darurat-corona-maruf-amin-himbau-mudik-lewat-tol-langit-saja/
[SALAH] Video “Obat COVID-19 Telah Ditemukan dan Siap Disebarkan ke Seluruh Indonesia”,"April 17, 2020",https://turnbackhoax.id/2020/04/17/salah-video-obat-covid-19-telah-ditemukan-dan-siap-disebarkan-ke-seluruh-indonesia/
[SALAH] Jembatan Barito Bapela Patah,"April 17, 2020",https://turnbackhoax.id/2020/04/17/salah-jembatan-barito-bapela-patah/
[SALAH] “Hati2 Alat Ini Sdh Di Setting Suhu 36-37°C Olh Komunis Cina Utk Mmbunuh Para Ulama2 Kita”,"April 17, 2020",https://turnbackhoax.id/2020/04/17/salah-hati2-alat-ini-sdh-di-setting-suhu-36-37c-olh-komunis-cina-utk-mmbunuh-para-ulama2-kita/
[SALAH] Obat Virus Corona Ditemukan Hanya Berbahan Lemon dan Teh Hangat,"April 16, 2020",https://turnbackhoax.id/2020/04/16/salah-obat-virus-corona-ditemukan-hanya-berbahan-lemon-dan-teh-hangat/
[SALAH] Video Rapat Program Buka Puasa DKI Jakarta Tahun Ini,"April 16, 2020",https://turnbackhoax.id/2020/04/16/salah-video-rapat-program-buka-puasa-dki-jakarta-tahun-ini/
"[SALAH] “Belajar dari Rumah TVRI, Murid Dicekoki Mimbar Katolik?”","April 16, 2020",https://turnbackhoax.id/2020/04/16/salah-belajar-dari-rumah-tvri-murid-dicekoki-mimbar-katolik/
[SALAH] Foto “Ariel NOAH Jadi Relawan Tenaga Medis di tengah pandemi virus corona atau Covid-19”,"April 16, 2020",https://turnbackhoax.id/2020/04/16/salah-foto-ariel-noah-jadi-relawan-tenaga-medis-di-tengah-pandemi-virus-corona-atau-covid-19/
[SALAH] Video dr. Cheng: Sembuh Dari COVID-19 Cukup dengan Vitamin C,"April 15, 2020",https://turnbackhoax.id/2020/04/15/salah-video-dr-cheng-sembuh-dari-covid-19-cukup-dengan-vitamin-c/
[SALAH] Pasar Tebet Barat Ditutup Total Karena Ada Pedagang Positif Corona,"April 15, 2020",https://turnbackhoax.id/2020/04/15/salah-pasar-tebet-barat-ditutup-total-karena-ada-pedagang-positif-corona/
[SALAH] Akun Media Sosial Erick Thohir For President 2024,"April 15, 2020",https://turnbackhoax.id/2020/04/15/salah-akun-media-sosial-erick-thohir-for-president-2024/
[SALAH] Anak Pemilik Pempek Ny Kamto Dirampok di Jl Palagan Perum Monjali,"April 15, 2020",https://turnbackhoax.id/2020/04/15/salah-anak-pemilik-pempek-ny-kamto-dirampok-di-jl-palagan-perum-monjali/
[SALAH] “Ini kiriman video betapa dahsyatnya wabah covid 19 di Amerika”,"April 15, 2020",https://turnbackhoax.id/2020/04/15/salah-ini-kiriman-video-betapa-dahsyatnya-wabah-covid-19-di-amerika/
[SALAH] Foto “Percuma di lock down”,"April 14, 2020",https://turnbackhoax.id/2020/04/14/salah-foto-percuma-di-lock-down/
[SALAH] “Sejumlah Polisi India Telah Tiba Di Indonesia”,"April 14, 2020",https://turnbackhoax.id/2020/04/14/salah-sejumlah-polisi-india-telah-tiba-di-indonesia/
[SALAH] KJP Dicabut Dan Kurungan 3 Bulan Bagi Anak-Anak Yang Keluar Rumah Selama PSBB,"April 14, 2020",https://turnbackhoax.id/2020/04/14/salah-kjp-dicabut-dan-kurungan-3-bulan-bagi-anak-anak-yang-keluar-rumah-selama-psbb/
[SALAH] “ujar Xi Jin Ping Hanya Indonesia Yg Mampu Mengendalikan Covid 19”,"April 14, 2020",https://turnbackhoax.id/2020/04/14/salah-ujar-xi-jin-ping-hanya-indonesia-yg-mampu-mengendalikan-covid-19/
[SALAH] Setya Novanto Dibebaskan Karena COVID-19,"April 14, 2020",https://turnbackhoax.id/2020/04/14/salah-setya-novanto-dibebaskan-karena-covid-19/
[SALAH] Pasien Postif Virus Corona di Sungai Rangit Dijemput Paksa Kepolisian dan Tim Medis,"April 14, 2020",https://turnbackhoax.id/2020/04/14/salah-pasien-postif-virus-corona-di-sungai-rangit-dijemput-paksa-kepolisian-dan-tim-medis/
[SALAH] Hotman Paris Berencana Undang BTS dan EXO setelah Virus Corona Teratasi,"April 14, 2020",https://turnbackhoax.id/2020/04/14/salah-hotman-paris-berencana-undang-bts-dan-exo-setelah-virus-corona-teratasi/
"[SALAH] Penerapan PSBB, Kota Depok Tutup Jalan","April 14, 2020",https://turnbackhoax.id/2020/04/14/salah-penerapan-psbb-kota-depok-tutup-jalan/
[SALAH] Jokowi Keluarkan Kartu Corona Indonesia Sehat (KARCIS),"April 14, 2020",https://turnbackhoax.id/2020/04/14/salah-jokowi-keluarkan-kartu-corona-indonesia-sehat-karcis/
[SALAH] “daerah jakarta selatan kemungkinan terjadi pemadaman listrik”,"April 13, 2020",https://turnbackhoax.id/2020/04/13/salah-daerah-jakarta-selatan-kemungkinan-terjadi-pemadaman-listrik/
[SALAH] Akun Instagram Mengatasnamakan BNPB Minta Sumbangan Dana,"April 13, 2020",https://turnbackhoax.id/2020/04/13/salah-akun-instagram-mengatasnamakan-bnpb-minta-sumbangan-dana/
[SALAH] Pesan Berantai PT MOSI Tawarkan Rapid Test Kit COVID-19,"April 13, 2020",https://turnbackhoax.id/2020/04/13/salah-pesan-berantai-pt-mosi-tawarkan-rapid-test-kit-covid-19/
[SALAH] Video “Pertama Kali dalam Sejarah Presiden dan Senat AS Membuka Sidang Dengan Alquran”,"April 13, 2020",https://turnbackhoax.id/2020/04/13/salah-video-pertama-kali-dalam-sejarah-presiden-dan-senat-as-membuka-sidang-dengan-alquran/
[SALAH] Video “BLACK MARKET *ITALIA SUDAH MENYERAH*”,"April 13, 2020",https://turnbackhoax.id/2020/04/13/salah-video-black-market-italia-sudah-menyerah/
"[SALAH] Dampak PSBB, Pegawai PELNI Dibegal di Jakarta Utara","April 12, 2020",https://turnbackhoax.id/2020/04/12/salah-dampak-psbb-pegawai-pelni-dibegal-di-jakarta-utara/
"[SALAH] Insentif Virus Corona, Pemerintah Gratiskan Akses Internet","April 12, 2020",https://turnbackhoax.id/2020/04/12/salah-insentif-virus-corona-pemerintah-gratiskan-akses-internet/
"[FALSE] “Italy arrest Doctor for intentionally killing over 3,000 coronavirus patients”","April 12, 2020",https://turnbackhoax.id/2020/04/12/false-italy-arrest-doctor-for-intentionally-killing-over-3000-coronavirus-patients/
[SALAH] Surat Imbauan Dinkes Kota Batam untuk Perusahaan agar Menyediakan APD,"April 12, 2020",https://turnbackhoax.id/2020/04/12/salah-surat-imbauan-dinkes-kota-batam-untuk-perusahaan-agar-menyediakan-apd/
[SALAH] Literasi COVID-19 Dari drh. Moh. Indro Cahyono,"April 12, 2020",https://turnbackhoax.id/2020/04/12/salah-literasi-covid-19-dari-drh-moh-indro-cahyono/
[SALAH] Dokter Italia Sengaja Membunuh Pasien Virus Corona,"April 12, 2020",https://turnbackhoax.id/2020/04/12/salah-dokter-italia-sengaja-membunuh-pasien-virus-corona/
[SALAH] Pasien Berstatus Positif Covid-19 di Wilayah Tiban Melarikan Diri,"April 11, 2020",https://turnbackhoax.id/2020/04/11/salah-pasien-berstatus-positif-covid-19-di-wilayah-tiban-melarikan-diri/
[SALAH] “Bansos PSBB Covid-19 dari Pemda DKI Jakarta Paket sembako senilai 350rb + uang tunai 150rb = 500rb rupiah”,"April 10, 2020",https://turnbackhoax.id/2020/04/10/salah-bansos-psbb-covid-19-dari-pemda-dki-jakarta-paket-sembako-senilai-350rb-uang-tunai-150rb-500rb-rupiah/
"[SALAH] “Tadi Malem di Amerika Serikat, Sholat Magrib berjamaah di Mesjid sampai Tumpah Ruah di Jalan Raya”","April 10, 2020",https://turnbackhoax.id/2020/04/10/salah-tadi-malem-di-amerika-serikat-sholat-magrib-berjamaah-di-mesjid-sampai-tumpah-ruah-di-jalan-raya/
[SALAH] Perjalanan Seluruh KA Dari Atau Arah Jakarta Mulai 10 – 23 April Dibatalkan,"April 10, 2020",https://turnbackhoax.id/2020/04/10/salah-perjalanan-seluruh-ka-dari-atau-arah-jakarta-mulai-10-23-april-dibatalkan/
[SALAH] “Lagu “corona” dr Bimbo.. lagu 30 tahun yang lalu jadi kenyataan sekarang”,"April 10, 2020",https://turnbackhoax.id/2020/04/10/salah-lagu-corona-dr-bimbo-lagu-30-tahun-yang-lalu-jadi-kenyataan-sekarang/
[SALAH] Kumpulan Mobil di Pool Grab Cinere karena Sopir Tidak Sanggup Bayar Kredit Saat Covid-19,"April 10, 2020",https://turnbackhoax.id/2020/04/10/salah-kumpulan-mobil-di-pool-grab-cinere-karena-sopir-tidak-sanggup-bayar-kredit-saat-covid-19/
[SALAH] “3 hari kedepan Arus angin dari Utara ke arah Selatan yg membawa wabah (penyakit) akan melewati Indonesia menuju Australian”,"April 9, 2020",https://turnbackhoax.id/2020/04/09/salah-3-hari-kedepan-arus-angin-dari-utara-ke-arah-selatan-yg-membawa-wabah-penyakit-akan-melewati-indonesia-menuju-australian/
[SALAH] Foto “Pemerintah jawa timur sdh menyiapkan 52 buah tempat kurantin bagi TKI yg bru pulang dari luar negri.”,"April 9, 2020",https://turnbackhoax.id/2020/04/09/salah-foto-pemerintah-jawa-timur-sdh-menyiapkan-52-buah-tempat-kurantin-bagi-tki-yg-bru-pulang-dari-luar-negri/
"[SALAH] Tanggal 10-12 April, Aktivitas Berhenti Total 3 Hari","April 9, 2020",https://turnbackhoax.id/2020/04/09/salah-tanggal-10-12-april-aktivitas-berhenti-total-3-hari/
[SALAH] Operasi Simpatik 2020 POLRI,"April 9, 2020",https://turnbackhoax.id/2020/04/09/salah-operasi-simpatik-2020-polri/
[SALAH] Erdogan Tak akan Tutup Mesjid di Turki Selama Pandemi Covid-19,"April 9, 2020",https://turnbackhoax.id/2020/04/09/salah-erdogan-tak-akan-tutup-mesjid-di-turki-selama-pandemi-covid-19/
[SALAH] Perampokan di Jalan Tidar Surabaya,"April 9, 2020",https://turnbackhoax.id/2020/04/09/salah-perampokan-di-jalan-tidar-surabaya/
[SALAH] “Ex Napi Tahun 2005 Jadi Wagub”,"April 9, 2020",https://turnbackhoax.id/2020/04/09/salah-ex-napi-tahun-2005-jadi-wagub/
[FALSE] Videos of “Italian suicide who lost entire family to Corona”,"April 9, 2020",https://turnbackhoax.id/2020/04/09/false-videos-of-italian-suicide-who-lost-entire-family-to-corona/
[SALAH] “Tidak ada sama sekali Ucapan bela sungkawa Presiden kepada dr dan team medis yg berguguran dimedan Covid-19”,"April 9, 2020",https://turnbackhoax.id/2020/04/09/salah-tidak-ada-sama-sekali-ucapan-bela-sungkawa-presiden-kepada-dr-dan-team-medis-yg-berguguran-dimedan-covid-19/
[SALAH] “Listrik gratis dan diskon yang diberikan negara dibiayai dengan utang dari Bank Dunia sebesar 5 triliun”,"April 9, 2020",https://turnbackhoax.id/2020/04/09/salah-listrik-gratis-dan-diskon-yang-diberikan-negara-dibiayai-dengan-utang-dari-bank-dunia-sebesar-5-triliun/
[SALAH] Menag Izinkan Masjid Gelar Salat Tarawih Saat Pandemi Covid-19,"April 8, 2020",https://turnbackhoax.id/2020/04/08/salah-menag-izinkan-masjid-gelar-salat-tarawih-saat-pandemi-covid-19/
[SALAH] “SITUBONDO LOCKDOWN”,"April 8, 2020",https://turnbackhoax.id/2020/04/08/salah-situbondo-lockdown/
"[SALAH] “Daftar list hotel di bali yg di jual, Hotel for SALE in BALI april 2020”","April 8, 2020",https://turnbackhoax.id/2020/04/08/salah-daftar-list-hotel-di-bali-yg-di-jual-hotel-for-sale-in-bali-april-2020/
[SALAH] Kota Cirebon Lockdown,"April 8, 2020",https://turnbackhoax.id/2020/04/08/salah-kota-cirebon-lockdown/
[SALAH] Corona Jihad: Seorang Pedagang Sengaja Meludahi Bungkus Makanan,"April 7, 2020",https://turnbackhoax.id/2020/04/07/salah-corona-jihad-seorang-pedagang-sengaja-meludahi-bungkus-makanan/
[SALAH] Di Muara Karang Terjadi Perampokan Disertai Pembunuhan Terhadap Seorang Pedagang Bakmi,"April 7, 2020",https://turnbackhoax.id/2020/04/07/salah-di-muara-karang-terjadi-perampokan-disertai-pembunuhan-terhadap-seorang-wanita/
[SALAH] Merokok Menghadang Virus Corona Masuk Ke Paru-Paru,"April 7, 2020",https://turnbackhoax.id/2020/04/07/salah-merokok-menghadang-virus-corona-masuk-ke-paru-paru/
[Top 5] Topik Teratas Periksa Fakta MAFINDO Periode 28 Maret-3 April 2020,"April 7, 2020",https://turnbackhoax.id/2020/04/07/top-5-topik-teratas-periksa-fakta-mafindo-periode-28-maret-3-april-2020/
[SALAH] “Sakit hati gua bule kagak ada yang kenal sama my presiden ”,"April 7, 2020",https://turnbackhoax.id/2020/04/07/salah-sakit-hati-gua-bule-kagak-ada-yang-kenal-sama-my-presiden-%f0%9f%98%a5%f0%9f%98%a5%f0%9f%98%a5/
[SALAH] “Rezim togog Bedebah pasilitasi karantina khusus untuk TKA SILUMAN CHINA”,"April 6, 2020",https://turnbackhoax.id/2020/04/06/salah-rezim-togog-bedebah-pasilitasi-karantina-khusus-untuk-tka-siluman-china/
[SALAH] Video “Ngeri Karena Corona Italia pun Bersujud”,"April 6, 2020",https://turnbackhoax.id/2020/04/06/salah-video-ngeri-karena-corona-italia-pun-bersujud/
[SALAH] Video “Donald Trump di ruqyah sebab sudah stress menghadapi Covid 19”,"April 6, 2020",https://turnbackhoax.id/2020/04/06/salah-video-donald-trump-di-ruqyah-sebab-sudah-stress-menghadapi-covid-19/
